"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
"0",-0.0746564471218998,-1.32276708160786,-1.61769956414262,2.57719585385035,1,0,0.0120330465976554,0.761304881371073,1.17031965842342,1.54525953685562
"0",-1.00718772671302,0.0234122748313148,-2.16622617224594,1.01712254667809,0,1,0.609594233466269,-0.734183214549989,1.36741964810282,-1.41346751581147
"0",-1.05276623110388,-0.195326336646815,-1.8989327319639,0.723692646870421,1,0,-0.365799033876014,-0.000875844158534082,0.959928239950254,0.661649237558103
"0",0.479085878013604,-1.16749826061242,0.696911708839793,-1.66195702572935,1,1,-1.39908325484881,-0.0587281697796631,-1.47392286480998,0.325991472444015
"0",-0.95751656080791,0.0880775476572433,0.272897557186147,-0.309661882949754,0,1,0.32216862083814,0.243395330998932,1.0164104593631,-1.10387592359371
"1",0.198351615864595,-0.192374542933044,-1.57709833307485,-0.109373456828613,1,1,-2.43911802534275,-0.639518431960029,1.13564748545419,-0.342878610148812
"0",-0.334155169167441,-0.641152210372327,-0.237823138009001,-0.0715334572069021,0,1,1.48596871872548,-0.0244468187217245,-1.62463700480317,-0.206109456571646
"0",-0.17429041818322,-0.397682970977549,-0.349732202336536,-1.03543895088232,0,0,-0.833692883959464,2.15316513251801,-0.261469586242543,-0.104402507070839
"0",-0.169460644171623,0.51124773372676,0.202966928479969,1.94350039103726,0,1,-0.715393291491373,0.246480405523714,0.196027182043485,-1.37687722090859
"1",0.85124619019175,1.17093684064336,-0.960608220375099,-0.35339741544788,0,1,0.493593050341925,0.282561208046134,-0.48736072064182,1.43864109148796
"0",0.569267049505628,-0.728648745038293,0.782077392427723,1.34144914608403,1,1,1.04390877053104,0.502853700064199,-0.789987276366735,-0.20050619142762
"0",0.557476801637838,0.817212615214823,1.56642417171392,0.157321980841031,1,1,-0.0414451686239655,0.519641822661673,1.00037129370706,-0.878635618615754
"1",-0.943160610582932,0.884546435667627,-0.925349430213341,-0.863589918794874,0,1,0.842182594276149,0.933395458566222,-0.0300416230130656,0.311677983410522
"0",0.462030258165513,1.1168585574109,0.882441661508258,-0.365375373731943,1,1,-0.713793979333667,-0.261665516873914,0.373669115327906,-3.25942971422073
"0",-1.86739162479525,1.50472523824407,-0.29204075869067,0.555259251305587,0,1,0.425360056930633,0.610222305559063,0.901488303311945,0.15429445334989
"1",1.65471348730424,-0.589317730269118,0.379872643904612,0.598701896058348,0,1,-1.4471529431694,-0.813336141026196,-0.944914048567139,1.58153420960343
"0",1.35437675516204,-1.71272635425727,0.222297642044854,0.862121627109562,0,1,0.979464286258913,0.599023230584742,0.506534252114455,-0.565158844463593
"0",-1.35554672688532,0.726551534411182,-0.605183369044694,-0.996637037504271,0,0,-0.855058880773928,0.301138851640029,0.321700002157074,-1.6242439240271
"1",0.339645006346547,-0.592932250392417,0.890143976288648,-0.386544298533545,0,1,-1.14677354166957,-1.12063125938018,-1.68197386554262,-0.481934522077868
"0",-1.48907373810726,0.855609276888792,0.109485969377592,1.54342225579328,1,1,1.38463460605383,-1.05946653356732,-1.68865214985582,0.102224198132959
"0",1.17814536583477,-0.481471697316861,1.1379222998114,-0.17176041395951,1,1,1.18573882022865,-0.271192574621529,1.01246604133154,-0.354735789739282
"1",0.986788162115811,-0.588620687793786,-1.07749055310965,-1.21830723299308,0,1,1.3627383317278,1.32943305415585,0.696453120398794,-1.11736140742204
"0",1.72614279860116,-0.721023253635893,-1.09288384648328,-0.133670549111036,0,1,-2.22040083581932,0.260874879200455,0.297441517150632,-1.41797409941478
"0",0.382923326871646,-0.208411413791256,0.0772653270461026,0.546286754322039,1,1,-0.588338189307818,-0.186680525619643,-1.29023744662938,-1.71995844534497
"0",1.40765753085046,-0.0195145630722163,-0.642832924229678,-1.37586293514225,1,1,1.24271842548979,-1.37083479113217,0.027712175770726,0.444328331885659
"0",0.388090445288774,0.416244516030244,0.42130205322576,0.76713048781562,1,1,1.198913077608,1.6355082404169,1.19599080564171,-0.910074838197508
"1",0.739066038227282,0.608293049133788,-0.909575111986833,-0.0885239403927899,1,1,0.986258935779297,-0.981603847294571,0.0943281636700324,2.85083583777546
"1",0.114253186106041,-1.1536906519748,-1.48262136866317,-0.777302373965344,1,1,1.5696940110839,0.616648807240176,-0.650477296020306,-0.56387446716859
"1",-0.346385170999116,-0.1646860061279,-0.131305640793062,-0.64330454959643,0,0,-0.260075524751419,-0.819372378183586,-1.8851415283726,-0.50047658772687
"0",-0.496471872797546,-0.888191076878174,-0.220823747304615,1.42116600308043,0,1,1.99716404252319,1.16293145324972,1.05196668170261,-0.94931427829933
"0",0.849696270375574,0.653865584238932,0.141965474370462,-2.72610123989202,1,1,1.1798701290294,-0.708017897468208,0.890872891953014,-2.07176417087579
"1",1.26200676497167,0.433439547448484,-0.800473545798189,-0.822146846085763,1,0,1.22376551702434,1.27882703646409,-0.0228138994576903,-0.965730944636267
"0",2.53086470966208,0.167575800360853,0.890318738540779,2.17211111169153,1,1,-0.221409123960272,0.0667352486043049,-1.83139715587697,0.642864623875335
"1",-0.275382103453014,2.13833864595366,0.457107101325368,-0.115186286720945,0,0,-0.58452953975561,-1.77305923664393,-0.335756346961371,0.660992662380568
"0",2.18934078471118,0.0583457473275254,-0.00904561508930407,0.428705360840918,0,1,-0.375259700613765,-2.42576840593139,1.15700934974897,0.53234694246663
"0",0.125997565589687,0.281909454429524,-0.424057122586214,-0.572296448364334,1,1,0.109108501210036,1.02927815201091,1.19714242593033,-1.43931032715874
